,UniprotID,GeneName,Schirmer_2003,Korfali_2010,Wilkie_2010,Korfali_2012,Korfali_2012_NE:MM-ratio,Cheng_2019,Cheng_2019_Score:Undiff,Cheng_2019_Score:Adipo,Cheng_2019_Score:Myo,#ProteomePapers,HPA,HPA_reliability,HPA_loc,Results,Uniprot_NEorER,Uniprot_subcell
101,Q7L5N7,LPCAT2,0.0,1.0,0.0,1.0,inf,0.0,0.0,0.0,0.0,2.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q7L5N7', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20363836'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21498505'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21498505'}], 'value': 'Single-pass type II membrane protein', 'id': 'SL-9906'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q8BYI6'}], 'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '21498505'}], 'value': 'Single-pass type II membrane protein', 'id': 'SL-9906'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q8BYI6'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '21498505'}], 'value': 'Single-pass type II membrane protein', 'id': 'SL-9906'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21498505'}], 'value': 'Lipid droplet', 'id': 'SL-0154'}}]}]}",1.0,"Endoplasmic reticulum membrane, Golgi apparatus membrane, Cell membrane, Lipid droplet"
102,Q96BY9,SARAF,0.0,1.0,1.0,1.0,inf,1.0,0.7525433801289568,0.2065158400617293,0.4317111320034774,4.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q96BY9', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'value': 'Translocates to the endoplasmic reticulum-plasma membrane (ER-PM) region in a STIM1-dependent manner following cytosolic Ca(2+) elevation'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22464749'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22464749'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 2', 'subcellularLocations': [{'location': {'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}]}]}",1.0,"Endoplasmic reticulum membrane, Endoplasmic reticulum membrane"
106,Q9NX47,MARCHF5,0.0,1.0,1.0,1.0,2.55,1.0,0.2149564439487003,0.2750867442102389,0.5618775669767606,4.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9NX47', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '14722266'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16874301'}], 'value': 'Authors show that the protein can be detected in endoplasmic reticulum (PubMed:14722266). Authors (PubMed:16874301) show its presence only in mitochondria (PubMed:16874301)'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16874301'}], 'value': 'Mitochondrion outer membrane', 'id': 'SL-0172'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '14722266'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,"Mitochondrion outer membrane, Endoplasmic reticulum membrane"
109,Q96ER9,CCDC51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Supported,Nucleoplasm: Supported;Centrosome: Approved;Mitochondria: Supported,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q96ER9', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '31435016'}], 'value': 'Mitochondrion inner membrane', 'id': 'SL-0168'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 1', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '31435016'}], 'value': 'Mitochondrion inner membrane', 'id': 'SL-0168'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,"Mitochondrion inner membrane, Mitochondrion inner membrane"
110,Q9HC07,TMEM165,0.0,1.0,0.0,0.0,0.0,1.0,0.2778794012343392,0.5549184624629852,0.4754127162696556,2.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9HC07', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'P52875'}], 'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,Golgi apparatus membrane
111,P11836,MS4A1,0.0,1.0,0.0,1.0,inf,0.0,0.0,0.0,0.0,2.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P11836', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12920111'}], 'value': 'Constitutively associated with membrane rafts'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12920111'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22615937'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22615937'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22615937'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22615937'}], 'value': 'Lipid-anchor', 'id': 'SL-9901'}}]}]}",0.0,"Cell membrane, Cell membrane"
112,Q5VWC8,HACD4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q5VWC8', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18554506'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18554506'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
113,Q9H920,RNF121,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9H920', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q09251'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
114,Q96MH6,TMEM68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q96MH6', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '37648867'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
115,Q8N6M3,FITM2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8N6M3', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000255', 'source': 'HAMAP-Rule', 'id': 'MF_03230'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18160536'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255', 'source': 'HAMAP-Rule', 'id': 'MF_03230'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
116,Q96ND0,FAM210A,0.0,1.0,0.0,1.0,0.84,1.0,0.5020970674587154,0.3133632552443895,0.1827803697956815,3.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q96ND0', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000255'}, {'evidenceCode': 'ECO:0000305'}], 'value': 'Membrane', 'id': 'SL-0162'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q8BGY7'}], 'value': 'Mitochondrion', 'id': 'SL-0173'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q8BGY7'}], 'value': 'Cytoplasm', 'id': 'SL-0086'}}]}]}",0.0,"Membrane, Mitochondrion, Cytoplasm"
118,Q9NWW5,CLN6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9NWW5', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15265688'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15265688'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '19941651'}], 'value': 'Endoplasmic reticulum', 'id': 'SL-0095'}}]}]}",1.0,"Endoplasmic reticulum membrane, Endoplasmic reticulum"
120,A5PLL7,PEDS1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'A5PLL7', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '11076860'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '31604315'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
124,O94886,TMEM63A,0.0,1.0,0.0,1.0,inf,0.0,0.0,0.0,0.0,2.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O94886', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20957757'}], 'value': 'Lysosome membrane', 'id': 'SL-0157'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q91YT8'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,"Lysosome membrane, Cell membrane"
125,Q8WXF7,ATL1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8WXF7', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27619977'}], 'value': 'Localizes to endoplasmic reticulum tubular network (PubMed:27619977)'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '14506257'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16339213'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17321752'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '19665976'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27619977'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '14506257'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16339213'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17321752'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '19665976'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '14506257'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17321752'}], 'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '14506257'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17321752'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q6PST4'}], 'value': 'Cell projection, axon', 'id': 'SL-0279'}}]}]}",1.0,"Endoplasmic reticulum membrane, Golgi apparatus membrane, Cell projection, axon"
126,Q7Z7N9,TMEM179B,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Validated,Nuclear speckles: Validated,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q7Z7N9', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Membrane', 'id': 'SL-0162'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,Membrane
127,Q8IY95,TMEM192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Validated,Nucleoplasm: Approved;Vesicles: Validated,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8IY95', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17897319'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20370317'}], 'value': 'Lysosome membrane', 'id': 'SL-0157'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17897319'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20370317'}], 'value': 'Late endosome', 'id': 'SL-0152'}}]}]}",0.0,"Lysosome membrane, Late endosome"
128,Q8NC44,RETREG2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8NC44', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '34338405'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
129,O14524,NEMP1,0.0,1.0,1.0,1.0,inf,0.0,0.0,0.0,0.0,3.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O14524', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q6ZQE4'}], 'value': 'Colocalizes with lamins and RAN-GTP at the nuclear envelope'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q6ZQE4'}], 'value': 'Nucleus inner membrane', 'id': 'SL-0179'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}, 'orientation': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'B9X187'}], 'value': 'Nucleoplasmic side', 'id': 'SL-9915'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q6ZQE4'}], 'value': 'Nucleus envelope', 'id': 'SL-0178'}}]}]}",1.0,"Nucleus inner membrane, Nucleus envelope"
130,Q9NX78,TMEM260,0.0,1.0,1.0,1.0,inf,0.0,0.0,0.0,0.0,3.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9NX78', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '37186866'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 3', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '28318500'}], 'value': 'Shows perinuclear localization'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '28318500'}], 'value': 'Membrane', 'id': 'SL-0162'}}]}]}",1.0,"Endoplasmic reticulum membrane, Membrane"
131,Q86UV5,USP48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Supported,Nucleoplasm: Supported;Cytosol: Supported;Mitochondria: Supported,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q86UV5', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16214042'}], 'value': 'Cytoplasm', 'id': 'SL-0086'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16214042'}], 'value': 'Nucleus', 'id': 'SL-0191'}}]}]}",0.0,"Cytoplasm, Nucleus"
134,Q5W0Z9,ZDHHC20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q5W0Z9', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29326245'}], 'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29326245'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27153536'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29326245'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27153536'}], 'value': 'Cytoplasm, perinuclear region', 'id': 'SL-0198'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '34599882'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '34599882'}], 'value': 'Endoplasmic reticulum-Golgi intermediate compartment membrane', 'id': 'SL-0099'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,"Golgi apparatus membrane, Cell membrane, Cytoplasm, perinuclear region, Endoplasmic reticulum membrane, Endoplasmic reticulum-Golgi intermediate compartment membrane"
135,Q86XL3,ANKLE2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q86XL3', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22770216'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22770216'}], 'value': 'Single-pass type III membrane protein', 'id': 'SL-9907'}}]}]}",1.0,Endoplasmic reticulum membrane
137,Q53EP0,FNDC3B,0.0,1.0,1.0,0.0,0.0,1.0,0.5213625308821106,0.591671244127422,0.6361945171948957,3.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q53EP0', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250'}], 'value': 'Membrane', 'id': 'SL-0162'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}]}]}",0.0,Membrane
138,Q14667,BLTP2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q14667', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9VZS7'}], 'value': 'Localizes to endoplasmic reticulum-cell membrane and some endoplasmic reticulum-mitochondria contact sites'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9VZS7'}], 'value': 'Cell membrane', 'id': 'SL-0039'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9VZS7'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q06179'}], 'value': 'Mitochondrion membrane', 'id': 'SL-0171'}}]}]}",1.0,"Cell membrane, Endoplasmic reticulum membrane, Mitochondrion membrane"
139,Q9H4I9,SMDT1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Supported,Nucleus: Approved;Mitochondria: Supported,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9H4I9', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27642048'}], 'value': 'MAIP1 is required to assist sorting of EMRE/SMDT1 into mitochondrion by protecting EMRE/SMDT1 against protein degradation by YME1L1, thereby ensuring SMDT1/EMRE maturation by the mitochondrial processing peptidase (PMPCA and PMPCB) (PubMed:27642048)'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '24231807'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '26774479'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27099988'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27642048'}], 'value': 'Mitochondrion inner membrane', 'id': 'SL-0168'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '24231807'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27099988'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}]}]}",0.0,Mitochondrion inner membrane
